"Country or Area","Year","Area","Sex","National and/or ethnic group","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","2016","Total","Both Sexes","Central Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","94","1"
"Australia","2016","Total","Both Sexes","Pathan","Census - de jure - complete tabulation","Final figure, complete","2017","1619","1"
"Australia","2016","Total","Both Sexes","Central Asian, nec (incl. Azerbaijani, Chechen, Tatar)","Census - de jure - complete tabulation","Final figure, complete","2017","83","1"
"Australia","2016","Total","Both Sexes","People of the Americas, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","4841","1"
"Australia","2016","Total","Both Sexes","North American, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","233","1"
"Australia","2016","Total","Both Sexes","Native North American Indian","Census - de jure - complete tabulation","Final figure, complete","2017","1049","1"
"Australia","2016","Total","Both Sexes","North American, nec (incl. Bermudan, Inuit, Metis)","Census - de jure - complete tabulation","Final figure, complete","2017","68","1"
"Australia","2016","Total","Both Sexes","South American, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","6642","1"
"Australia","2016","Total","Both Sexes","South American, nec (incl. Arawak, Carib, Surinamese)","Census - de jure - complete tabulation","Final figure, complete","2017","472","1"
"Australia","2016","Total","Both Sexes","Central American, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","374","1"
"Australia","2016","Total","Both Sexes","Central American, nec (incl. Belizean, Costa Rican, Mayan)","Census - de jure - complete tabulation","Final figure, complete","2017","218","1"
"Australia","2016","Total","Both Sexes","Carribbean Islander, nec (incl.Bahamian, Haitian, Puerto Rican)","Census - de jure - complete tabulation","Final figure, complete","2017","388","1"
"Australia","2016","Total","Both Sexes","Central and West Africa, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","232","1"
"Australia","2016","Total","Both Sexes","Fulani","Census - de jure - complete tabulation","Final figure, complete","2017","114","1"
"Australia","2016","Total","Both Sexes","Central and West Africa, nec (incl. Fang, Kongo, Liberian)","Census - de jure - complete tabulation","Final figure, complete","2017","1553","1"
"Australia","2016","Total","Both Sexes","Southern and East African, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","292","1"
"Australia","2016","Total","Both Sexes","Afrikaner","Census - de jure - complete tabulation","Final figure, complete","2017","2717","1"
"Australia","2016","Total","Both Sexes","Malawian","Census - de jure - complete tabulation","Final figure, complete","2017","326","1"
"Australia","2016","Total","Both Sexes","Mozambican","Census - de jure - complete tabulation","Final figure, complete","2017","174","1"
"Australia","2016","Total","Both Sexes","Namibian","Census - de jure - complete tabulation","Final figure, complete","2017","135","1"
"Australia","2016","Total","Both Sexes","Southern and East African, nec (incl. Afar, Tutsi, Zulu)","Census - de jure - complete tabulation","Final figure, complete","2017","1136","1"
"Australia","2016","Total","Both Sexes","New Zealand Peoples, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","24","1"
"Australia","2016","Total","Both Sexes","Melanesian and Papuan, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","630","1"
"Australia","2016","Total","Both Sexes","Southern and Eastern European, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","1888","1"
"Australia","2016","Total","Both Sexes","Caribbean, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","870","1"
"Australia","2016","Total","Both Sexes","Sundanese","Census - de jure - complete tabulation","Final figure, complete","2017","95","1"
"Australia","2016","Total","Both Sexes","Azeris","Census - de jure - complete tabulation","Final figure, complete","2017","644","1"
"Australia","2016","Total","Both Sexes","Bahraini","Census - de jure - complete tabulation","Final figure, complete","2017","120","1"
"Australia","2016","Total","Both Sexes","Peoples of the Sudan, nec","Census - de jure - complete tabulation","Final figure, complete","2017","46","1"
"Australia","2016","Total","Both Sexes","Peoples of the Sudan, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","1914","1"
"Australia","2016","Total","Both Sexes","South Sudanese","Census - de jure - complete tabulation","Final figure, complete","2017","9654","1"
"Australia","2016","Total","Both Sexes","Pitcairn Islander","Census - de jure - complete tabulation","Final figure, complete","2017","410","1"
"Australia","2016","Total","Both Sexes","Gio","Census - de jure - complete tabulation","Final figure, complete","2017","18","1"
"Australia","2016","Total","Both Sexes","Krahn","Census - de jure - complete tabulation","Final figure, complete","2017","20","1"
"Australia","2016","Total","Both Sexes","Acehnese","Census - de jure - complete tabulation","Final figure, complete","2017","94","1"
"Australia","2016","Total","Both Sexes","African, so described","Census - de jure - complete tabulation","Final figure, complete","2017","31837","1"
"Australia","2016","Total","Both Sexes","Asian, so described","Census - de jure - complete tabulation","Final figure, complete","2017","14148","1"
"Australia","2016","Total","Both Sexes","Australian peoples, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","409","1"
"Australia","2016","Total","Both Sexes","Balinese","Census - de jure - complete tabulation","Final figure, complete","2017","465","1"
"Australia","2016","Total","Both Sexes","Barbadian","Census - de jure - complete tabulation","Final figure, complete","2017","146","1"
"Australia","2016","Total","Both Sexes","Batswana","Census - de jure - complete tabulation","Final figure, complete","2017","378","1"
"Australia","2016","Total","Both Sexes","Bruneian","Census - de jure - complete tabulation","Final figure, complete","2017","149","1"
"Australia","2016","Total","Both Sexes","Caucasian, so described","Census - de jure - complete tabulation","Final figure, complete","2017","351","1"
"Australia","2016","Total","Both Sexes","Channel Islander","Census - de jure - complete tabulation","Final figure, complete","2017","347","1"
"Australia","2016","Total","Both Sexes","Creole, so described","Census - de jure - complete tabulation","Final figure, complete","2017","295","1"
"Australia","2016","Total","Both Sexes","Dinka","Census - de jure - complete tabulation","Final figure, complete","2017","1306","1"
"Australia","2016","Total","Both Sexes","Eurasian, so described","Census - de jure - complete tabulation","Final figure, complete","2017","2714","1"
"Australia","2016","Total","Both Sexes","European, so described","Census - de jure - complete tabulation","Final figure, complete","2017","12289","1"
"Australia","2016","Total","Both Sexes","Hazara","Census - de jure - complete tabulation","Final figure, complete","2017","13731","1"
"Australia","2016","Total","Both Sexes","Maldivian","Census - de jure - complete tabulation","Final figure, complete","2017","559","1"
"Australia","2016","Total","Both Sexes","Nuer","Census - de jure - complete tabulation","Final figure, complete","2017","309","1"
"Australia","2016","Total","Both Sexes","Singaporean","Census - de jure - complete tabulation","Final figure, complete","2017","4172","1"
"Australia","2016","Total","Both Sexes","Sorb/Wend","Census - de jure - complete tabulation","Final figure, complete","2017","59","1"
"Australia","2016","Total","Both Sexes","Yazidi","Census - de jure - complete tabulation","Final figure, complete","2017","15","1"
"Australia","2016","Total","Both Sexes","Bari","Census - de jure - complete tabulation","Final figure, complete","2017","71","1"
"Australia","2016","Total","Both Sexes","Bhutanese","Census - de jure - complete tabulation","Final figure, complete","2017","5839","1"
"Australia","2016","Total","Both Sexes","Chaldean","Census - de jure - complete tabulation","Final figure, complete","2017","14255","1"
"Australia","2016","Total","Both Sexes","Darfu/Darfurian","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Total","Both Sexes","Emirati","Census - de jure - complete tabulation","Final figure, complete","2017","115","1"
"Australia","2016","Total","Both Sexes","Igbo","Census - de jure - complete tabulation","Final figure, complete","2017","679","1"
"Australia","2016","Total","Both Sexes","Mandaean","Census - de jure - complete tabulation","Final figure, complete","2017","1415","1"
"Australia","2016","Total","Both Sexes","Mandinka","Census - de jure - complete tabulation","Final figure, complete","2017","128","1"
"Australia","2016","Total","Both Sexes","Parsi","Census - de jure - complete tabulation","Final figure, complete","2017","130","1"
"Australia","2016","Total","Both Sexes","Qatari","Census - de jure - complete tabulation","Final figure, complete","2017","17","1"
"Australia","2016","Total","Both Sexes","Rohingya","Census - de jure - complete tabulation","Final figure, complete","2017","1731","1"
"Australia","2016","Total","Both Sexes","Shona","Census - de jure - complete tabulation","Final figure, complete","2017","750","1"
"Australia","2016","Total","Both Sexes","Sindhi","Census - de jure - complete tabulation","Final figure, complete","2017","459","1"
"Australia","2016","Total","Both Sexes","Swahili","Census - de jure - complete tabulation","Final figure, complete","2017","205","1"
"Australia","2016","Total","Both Sexes","Telugu","Census - de jure - complete tabulation","Final figure, complete","2017","1043","1"
"Australia","2016","Total","Both Sexes","Themne","Census - de jure - complete tabulation","Final figure, complete","2017","35","1"
"Australia","2016","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2017","11546638","1"
"Australia","2016","Total","Male","Afgan","Census - de jure - complete tabulation","Final figure, complete","2017","26641","1"
